FECHA,COMUNA,ORGANIZACIÓN_COMUNAL,DIRECCIÓN,ORG_RADIO_ACCION,SEDES_SOCIALES,EST_EDUCATIVOS,CENTROS_DE_DESARROL,CASAS_DE_LA_CULTURA,SEDES_ONG,CONDICIONES_DE_OTRAS,CONDICIONES_DE_OTRAS,LEGIMITIMIDAD_BARRIO,LECTURAS_TERRITORIO,SECTORES_RADIO,JUNTA_DIRECTIVA,PART_GRUPOS_POBLACIO,DECISIONES_JUNTADIRECTIVA,DECISIONES_ASAMBLEA,PROYECTOS_EN_EL_AÑO,¿CUÁNTOS_PROYECTOS?,PROYECTO_AÑO_ANTERIOR,RECURSOS_PROPIOS,LIDERA_PROCESOS,ACTIVIDADES_SALUD,ACTIVIDADES_EDUCACIÓN,ACTIVIDADES_INCLUSIÓN,ACTIVIDADES_DEPORTES,ACTIVIDADES_RECREACI,ACTIVIDADES_MEDIO_AM,ACTIVIDADES_PAZ,ACTIVIDADES_CULTURA,OTROS,OTROS:_ENUNCIE_ACTIVIDADES,DIGNATARIOS ACTIVOS,CUENTA_COMISIONES,¿CUÁNTAS?,ACT_LIBRO_DE_AFILIAD,ACT_LIBRO_DE_INVENTA,ACT_LIBRO_DE_TESORER,ACT_LIBRO_DE_ACTAS,OTROS_LIBROS,ACT_OTROS_LIBROS,ESTRATEGIAS_DIVULGAC,REGLAMENTO_INTERNO,ACT_ESTATUTOS,ESPACIOSDELIBERACIÓN,EMPALME_DE_DIGNATARI,EMPALME_PRESIDENTE,EMPALME_VICEPRESIDENTE,EMPALME_TESORERO,EMPALME_SECRETARIO,EMPALME_COORDINADOR,EMPALME_ORGANOFISCAL,EMPALME_ORGANOCONCILIADOR,EMPALME_DELEGADOSASO,INCIDE_DESARROLLO,¿COMO_INCIDE?
06/09/2017,13,"SECTOR VILLA LAURA, BARRIO EL CORAZÓN",Cra 105B 34 BB - 94,SI,Regular,Malo,Bueno,No especifica,No especifica,"La sede social regular, los establecimientos educativos, mal estado y el centro de desarrollo integral buen estado. ",Regular,"""Infraestructura mejoramiento de las vías, en salud prevención y promoción, jornadas ambientales y jornadas deportivas""",SI,Sí,Sí,"Mujeres, Hombres, Jóvenes, Adultos, Adultos Mayores",SI,Sí,SI,4,NO,No,"Mejorar la Infraestructura, Mejorar condiciones Medioambientales, Mejorar el acceso a los derechos, Fortalecer la Convivencia",Promoción y prevención en salud visual y ortodoncia articulados con la secretaria de salud,Se gestionan las becas de Sapiensa,N/A,Articulación con el Inder y otros para alejar a los jóvenes de la droga..,Se realiza actividades dirigidas a toda la comunidad en mejoramiento de la calidad de vida,"Actividades de cuidado del medio ambiente, convites etc",N/A,Articulación con cultura para eventos de la Antioqueñidad y del Veinte de Julio,Ver los antes mencionados,Ver los antes mencionados,10,Sí,5,31/08/2017,No lo presentan,No lo presentan,21/04/2017,N/A,N/A,Sí,No,No,Sí,Empalme Parcial,SI,SI,SI,SI,NO,NO,NO,SI,Sí,"""En la movilidad, el deporte, la sana convivencia"""
13/09/2017,03,SEGUNDO SECTOR BARRIO VERSALLES,Carrera 25 # 69 D 35,SI,Bueno,Bueno,No especifica,No especifica,No especifica,Placa Polideportiva,Bueno,Gestiones en todos los ámbitos del desarrollo,SI,Sí,Sí,"Mujeres, Hombres, Jóvenes, Adultos, Adultos Mayores, Victimas del conflicto",SI,Sí,SI,3,SI,Sí,"Mejorar la Infraestructura, Mejorar condiciones Medioambientales, Promover la productividad y el emprendimiento., Mejorar el acceso a los derechos, Fortalecer la Convivencia, Empleo y Educación","Jornadas Metrosalud , Sensibilización y Brigadas con la perla para la salud de las mascotas ","Realización de infraestructura para el colegio, mediatectica, nocturna, subsidios de becas, clases de matemáticas, física y química , talleres en sistemas, sapiencia ","Grupo tercera edad, restaurante escolar, torneos entre miembros del conflicto armado.","torneos de futbol, porrismo, ajedrez, tenis de mesa.",recreo cuadra y recreo comuna ,sensibilización de como tratar las basuras y  recolección de basuras ,integración de grupos armados,"grupos de danza, musicales y clase de guitarra ",infraestructura,acueducto y colegio,15,Sí,5,Noviembre del 2016,Septiembre del 2015,Diciembre del 2011,16/07/2017,Actas Junta Directiva,25/ 06/2017,Sí,Sí,No,Sí,Empalme Total,SI,SI,SI,SI,SI,SI,SI,SI,Sí,con grandes gestiones por su comunidad 
02/09/2017,12,SIMON BOLIVAR,Calle 35 N° 83 - 12,SI,No especifica,Bueno,No especifica,No especifica,No especifica,No especifica,No especifica,"Sensibilizando a la comunidad sobre temas de Seguridad y Convivencia, asambleas informativas, difusión y promoción de programas y proyectos de las diferentes Secretarías; integraciones sociales y eventos culturales.",SI,No,No,"Mujeres, Hombres, Jóvenes, Adultos, Adultos Mayores, Victimas del conflicto",SI,Sí,SI,1,NO,No,"Promover la productividad y el emprendimiento., Mejorar el acceso a los derechos, Fortalecer la Convivencia",,Inscripción de jóvenes a becas que se recuperaron para realizar el PREICFES y la U en mi barrio,,,,,Socialización de Pos conflicto y PAZ en el territorio,"Corredores artísticos, talleres de pintura y canto",,,"6: porque en el momento de aplicación de la ficha, varios habían renunciado porque realizaron elección de dignatarios vacantes y aprovecharon para organizar la junta directiva cambiando algunos cargos por otros, caso conciliadora por vicepresidenta, coordinaodres de comisiones por tesorero, entre otros. En el momento están a la espera de la inscripción de nuevos dignatarios por parte de la Secretaría.",Sí,"2 activas y dos a la espera de la inscripción de la Secretaría de Participación, las razones  se expusieron  en la pregunta anterior.",28/06/20/17,No  tienen ,31/12/2017,09/07/2017,"Se aclara que el libro de actas la Junta solicitó libro de actas para llevarlo digita y no fue aceptada; en la actualidad las actas están en digital, hasta realizar el registro del libro.",,Sí,No,No,Sí,No Empalme,SI,SI,SI,NO,NO,NO,NO,SI,Sí,"Con la promoción de la Participación, Invitación a participar en eventos, actividades y reuniones (Consejo de convivencia); con la promoción de proyectos que se ejecutan tanto con recursos de PP Y CON ORDINARIOS, PARA QUE LA POBLACIÓN DEL BARRIO ACCEDA Y SE BENEFICIEN DE ELLOS"
09/11/2017,08,SOL DE ORIENTE,Carrera 17B Nº 56EE - 09,SI,Bueno,No especifica,No especifica,No especifica,No especifica,UVA La Libertad,Bueno,"asambleas, rendición de cuentas, sensibilizacion ambiental",SI,Sí,Sí,"Mujeres, Hombres, Adultos, Adultos Mayores, Victimas del conflicto",SI,Sí,NO,formulación y gestión de proyectos,NO,Sí,"Mejorar la Infraestructura, Mejorar condiciones Medioambientales, Mejorar el acceso a los derechos, Fortalecer la Convivencia","Jornadas de salud visual, proceso medico en casa, planificacion familiar, joven sano",Charlas con la policia,"Charlas con la policia,  manualidades, mejoramiento sede",Club de futbol,Club de futbol,"Sensibilizacion ambiental, convites de aseo y ornato, mitigacion de riesgos",Charlas con la policia,"Charlas con la policia, mejoramiento sede",Infraestructura,"Andenes,mitigacion de riesgos, mejoramiento sede",13,Sí,3,18 julio 2017,12 enero 2017,11 mayo 2017,26/03/2017,,,Sí,Sí,Sí,Sí,No Empalme,NO,NO,NO,NO,NO,NO,NO,NO,Sí,Mejorando la calidad de vida por medio de diagnosticos donde se priorizan las necesidades de la comunidad para gestionar y buscar soluciones
27/08/2017,60,VEREDA TRAVESÍAS SECTOR LA CUMBRE,Vereda Travesías Cumbre,NO,Bueno,No especifica,No especifica,No especifica,No especifica,Placa Polideportiva,Bueno,"Mantenimiento alcantarillado, limpieza caños, recolección basuras y residuos solidos, convites comunitarios, construcción rieles",SI,Sí,Sí,"Mujeres, Jóvenes, Adultos, Adultos Mayores",SI,Sí,SI,1,NO,Sí,"Mejorar la Infraestructura, Mejorar condiciones Medioambientales, Promover la productividad y el emprendimiento., Mejorar el acceso a los derechos, Fortalecer la Convivencia","Promocion y prevencion, vacunacion","Becas con PP para colegio mayor, ITM",,Actividades recreativas con niños y jóvenes en articulación con el INDER,Semilleros infantiles,"Limpieza de cuencas, recolección residuos sólidos y basuras, ",,,Infraestructura,"pavimentación de rieles, escalas",14,Sí,3,05/03/2017,04/06/2016,22/08/2017,22/07/2017,,,Sí,Sí,No,Sí,Empalme Total,SI,SI,SI,SI,SI,SI,SI,SI,Sí,"De manera efectiva en el manejo de residuos solidos y basuras, oportunidades de estudio para jovenes, mejorar la calidad de vida del campesino y los habitantes de la verea con pavimentacion de vias, promocion y prevencion en salud, recreacion."
14/10/2017,06,EL TRIUNFO LOS ARRAYANES,Calle 104 ee # 82 gg 21,SI,No especifica,Bueno,No especifica,No especifica,No especifica,No especifica,No especifica,"Procesos (deportivos, culturales, educativos, ambientales, salud, infraestructura entre otros.)",SI,Sí,Sí,"Mujeres, Hombres, Jóvenes, Adultos, Adultos Mayores, Afrodescendientes, Victimas del conflicto",SI,Sí,SI,1,NO,No,"Mejorar la Infraestructura, Mejorar condiciones Medioambientales, Promover la productividad y el emprendimiento., Mejorar el acceso a los derechos, Fortalecer la Convivencia","Brigadas de vacunación, salud visual, ortodoncia preventiva",labor social,,torneos,"recreación, salidas recreativas.",semillero ambiental ,,"eventos culturales, ´politicos",,,14,Sí,4,sin fecha,19-09-2016,,01/10/2017,,,Sí,No,No,Sí,Empalme Total,SI,NO,NO,SI,NO,SI,SI,NO,Sí,Transforma el territorio con todas las acciones que realiza
27/09/2017,13,"URB. ALTOS DE SAN JUAN, MIRADOR SAN JAVIER",Cl 42AC No. 117-51,SI,No especifica,No especifica,No especifica,No especifica,No especifica,Solo la Corporación Latina sede del Municipio y su infraestructura es bueno,Bueno,"""Eventos de integración con la comunidad, eventos deportivos, recreativos, bingos, fiestas para niños, jornadas de aseo, se ha presentado proyectos para comedor comunitario y agro ambiental"".",SI,Sí,Sí,"Mujeres, Hombres, Jóvenes, Adultos, Adultos Mayores, Victimas del conflicto",SI,No,SI,2,NO,No,"Mejorar la Infraestructura, Mejorar condiciones Medioambientales, Promover la productividad y el emprendimiento., Mejorar el acceso a los derechos, Fortalecer la Convivencia",Promoción y prevención en salud visual y ortodoncia articulados con la secretaria de salud,Se gestionan las becas de Sapiensa,Se realiza  la integración con los nuevos habitantes de la unidad y del sector,Articulación con el Inder ,"Se realiza actividades para la celebración del día del niño, de la mujer, madres etc.","Actividades de cuidado del medio ambiente, convites etc",N/A,N/A,,Ver lo antes mecionado,14,Sí,4,10/03/2017,01/01/2017,No lo presentan y refieren que el tesorero esta por fuera de la cuidad.,06/08/2017,N/A,N/A,Sí,No,No,Sí,Empalme Parcial,NO,NO,SI,SI,SI,SI,SI,,Sí,"""con la realización de las actividades, programas y acciones que buscan promover el cuidado del medio ambiente, participación ciudadana, inclusión de personas discapacitados, adulto mayor, desplazados, participación de los niños actividades lúdicas recreativas y  procesos de aprendizaje y proyecto que buscan mejorar la calidad de vida. Proyecto de movilidad interno en la unidad"""
04/09/2017,80,URBANIZACIÓN ARAGÓN,Aragón,SI,No especifica,Bueno,No especifica,No especifica,No especifica,No especifica,No especifica,"feria de servicios, campañas tenencia de mascotas, brigadas de salud y medio ambiente, actividades con niños y adultos.",NO,Sí,Sí,"Mujeres, Hombres, Jóvenes, Adultos, Adultos Mayores",NO,No,NO,formulación y gestión de proyectos,SI,No,"Mejorar la Infraestructura, Mejorar condiciones Medioambientales, Mejorar el acceso a los derechos, Fortalecer la Convivencia",Salud visual,,feria de servicios,,,"limpieza de quebradas, tenencia de mascotas",,,,,16,Sí,5,,,,,,,Sí,No,No,Sí,Empalme Parcial,SI,NO,SI,SI,NO,NO,NO,NO,Sí,"Pesebre comunitario, feria de servicios, curso manipulación alimentos."
23/08/2017,16,URBANIZACION BALCONES DE LA SERRANIA,Carrera79 #4A 78,SI,No especifica,No especifica,No especifica,No especifica,No especifica,No especifica,No especifica,"Convites de aseo y de reciclaje, actividades culturales.",SI,Sí,Sí,"Mujeres, Hombres, Jóvenes, Adultos, Adultos Mayores",SI,Sí,SI,6 pero no presentan el curso básico comunal del 2016,NO,No,"Mejorar la Infraestructura, Mejorar condiciones Medioambientales",,,,Actividades en conjunto con el INDER para las personas de la tercera edad.,,Convites de reciclaje y se aseo de los senderos peatonales. Gestionar pasamanos e iluminación del espacio público,,Cine club para los niños y los jóvenes.,,,8,Sí,4,Abril 16 de 2016,No se presenta (lo tiene el fiscal de la organización),no se presenta (lo tienen el fiscal de la organización),29/09/2017,,,Sí,Sí,No,No,No Empalme,NO,NO,NO,NO,NO,NO,NO,NO,Sí,"Realiza actividades que le ayuden a posicionarse ante los dignatarios y en el territorio, las actividades con grupos poblacionales como con los adultos mayores y el cine club le ayuda a estar activa y presente con la comunidad."
06/10/2017,06,URBANIZACIÓN BRISAS DE ROBLEDO,"CRA 88A 92F 08, INTERIOR 402",SI,No especifica,Bueno,No especifica,No especifica,No especifica,No especifica,No especifica,"Ferias, actividades recreativas, dia de la madre, fiesta de hallowen, navidad, elecciones, celebración del adulto mayor, cine foro, festival de cometas.",NO,Sí,Sí,"Mujeres, Hombres, Jóvenes, Adultos, Adultos Mayores, Afrodescendientes",SI,Sí,SI,2,NO,Sí,"Mejorar la Infraestructura, Mejorar condiciones Medioambientales, Promover la productividad y el emprendimiento., Fortalecer la Convivencia","jornadas de salud visual, vacunación, jornada de protesis y salud oral.",,lunada,torneos,tomas recreativas,"jornadas de ornato y limpieza, siembra de arboles, poda, limpieza de alcantarillado",lunada,festival de cometas,,,14,Sí,3,Julio 29 de 2017,2016,27 de abril de 2017,13/09/2017,,,Sí,Sí,Sí,Sí,No Empalme,NO,NO,NO,NO,NO,NO,NO,NO,Sí,"Integración, participación, gestión."
12/10/2017,07,URBANIZACIÓN CÁDIZ,calle 64f #91c-02,SI,Regular,No especifica,No especifica,No especifica,No especifica,No especifica,No especifica,Este año no se han realizado acciones,NO,Sí,Sí,"Mujeres, Hombres, Jóvenes, Adultos, Adultos Mayores",SI,Sí,NO,formulación y gestión de proyectos,NO,No,"Mejorar la Infraestructura, Mejorar condiciones Medioambientales, Promover la productividad y el emprendimiento.",jornadas de salud visual,,,,,,convivencia con niños,,,,10,Sí,2,se extravió,no se entrego en empalme,No se entrego en empalme,15/09/2017,,,Sí,No,No,Sí,No Empalme,SI,SI,SI,SI,SI,SI,SI,SI,Sí,Manteniendo el tejido social activo
23/08/2017,60,URBANIZACIÓN CANTARES,Calle 63 BA N° 105 A 47,NO,No especifica,Bueno,No especifica,No especifica,No especifica,Buen Comienzo,Bueno,"Asambleas, convites de limpieza, mejoramiento espacio deportivo, mantenimiento espacio peatonal y zonas verdes",SI,Sí,Sí,"Mujeres, Hombres, Jóvenes, Adultos",SI,Sí,SI,2,SI,No,"Mejorar la Infraestructura, Mejorar condiciones Medioambientales, Mejorar el acceso a los derechos, Fortalecer la Convivencia",Promoción y prevencion,"PP, becas Colegio Mayor, Pascual Bravo, ITM",,con el INDER,Semilleros,"Limpieza quebrada, mantenimiento zonas verdes",,,Infraestructura,"Mantenimiento puente peatonal, mantenimiento rieles",14,Sí,3,22/07/2017,23/11/2015,02/07/2017,10/06/2017,,,Sí,No,No,Sí,Empalme Total,SI,SI,SI,SI,SI,SI,SI,SI,Sí,"Mejoramiento de calidad de vida generando espacios de recreación para niños y jóvenes, articulando actividades para mejoramiento del medio ambiente y las condiciones de infraestructura"
22/08/2017,07,URBANIZACION CIUDAD CENTRAL,cll 82 68-06,SI,Bueno,No especifica,No especifica,No especifica,No especifica,placa polideportiva,Bueno,convites e integracion,NO,Sí,Sí,"Mujeres, Hombres, Adultos, Adultos Mayores, Victimas del conflicto",SI,Sí,SI,3,NO,Sí,"Mejorar la Infraestructura, Mejorar condiciones Medioambientales, Fortalecer la Convivencia",vacunacion animales,,,,actividades lúdicas,,,,,,12,Sí,4,12/0372017,no registra fecha,15/08/2017,05/04/2017,,,Sí,No,No,Sí,Empalme Total,SI,SI,SI,SI,SI,SI,SI,SI,Sí,manteniendo informada a la comunidad de todas las acciones comunitarias e institucionales
07/09/2017,80,URBANIZACIÓN COMPARTIR (PRADITO PARTE BAJA),Diagonal 60D #41 C -59,NO,No especifica,Bueno,No especifica,No especifica,No especifica,No especifica,No especifica,"Diagnostico de la urbanizacion, Actividades de Integración,  Ludico en recreación, y Deportiva",SI,Sí,Sí,"Mujeres, Hombres, Jóvenes, Adultos, Adultos Mayores, Población en Situación de Discapacidad",SI,Sí,SI,4,SI,No,"Mejorar la Infraestructura, Mejorar condiciones Medioambientales, Mejorar el acceso a los derechos, Fortalecer la Convivencia","Actividad física, por su salud muévase pues - Aerobicos, ",Con el SENA,Convocatoria para Tercera edad en prótesis dental y tamisaje visual,con el INDER y tornos barrial,,"con Empreas varias,",,,,,14,Sí,6,27  Mayo de 2017,diciembre del 2017,agosto 2017,17/05/2017,Contratación,2017,Sí,Sí,No,Sí,Empalme Total,SI,SI,SI,SI,SI,SI,SI,SI,Sí,"Se realizó el diganóstico de la Urbanización,  Se sugirió el cambio de conexión del acueducto para para no tener racionamiento, Se participa en la secretaría de comunicaciones de ASOCOMUNAL, En la mesa del agua, coordinación con proromedal.."
07/10/2017,07,URBANIZACION CURAZAO,calle 76CB #90B-46,NO,No especifica,No especifica,No especifica,No especifica,No especifica,No especifica,No especifica,Tramita soluciones básicas- asmbleas- eventos de integración,SI,Sí,Sí,"Mujeres, Hombres, Jóvenes, Adultos, Adultos Mayores, Afrodescendientes",SI,Sí,SI,1,SI,No,Integracion,,,,festival deportivo y recreativo,,,,,,,16,Sí,4,24/08/2017,sin registro,no se aportó,01/03/2017,,,Sí,Sí,No,Sí,Empalme Parcial,SI,SI,SI,SI,SI,SI,SI,SI,Sí,"mejoramiento del tejido social, partivipacion y dinamización de procesos"
20/09/2017,05,URBANIZACIÓN GRATAMIRA,CALLE 105A No64E 20,SI,Regular,No especifica,No especifica,No especifica,No especifica,No especifica,No especifica,"SENSIBILIZACION  DE LOS ANIMALES DE COMPAÑIA CON  LA FUNDACIONLA PERLA, JORNADAS RECREO DEPORTIVAS CON JUEGOS TRADICIONALES DE CALLE, JORNADAS DE LIMPIEZA DE PARQUES CON  ENVARIAS ",SI,Sí,Sí,"Mujeres, Hombres, Adultos, Adultos Mayores",SI,Sí,SI,10,NO,Sí,Mejorar condiciones Medioambientales,,,,,TOMAS RECREATIVAS CON JUEGOS TRADICIONALES DE CALLE ,LIMPIEZA ECOLÓGICA DE LOS PARQUES ,,,,,14,Sí,3,09-07-2017,,31-07-2017,29/06/2017,,,Sí,Sí,No,Sí,Empalme Total,SI,SI,SI,SI,SI,SI,SI,SI,Sí,CON LAS ACTIVIDADES QUE DESARROLLA LA JUNTA DE ACCIÓN COMUNAL QUE BUSCAN GENERAR BIENESTAR EN EL BARRIO 
24/08/2017,60,URBANIZACION MIRADOR DE LA HUERTA,Calle 67 N° 96 F 05,NO,Bueno,Bueno,No especifica,No especifica,No especifica,No especifica,No especifica,"Asambleas, actividades conjuntas con la comunidad: recreativas, culturales, ambientales, de infraestructura",SI,Sí,Sí,"Mujeres, Hombres, Jóvenes, Adultos, Adultos Mayores, Victimas del conflicto, Población en Situación de Discapacidad",SI,Sí,SI,1,SI,Sí,"Mejorar la Infraestructura, Mejorar condiciones Medioambientales, Promover la productividad y el emprendimiento., Fortalecer la Convivencia","Jornadas de vacunacion mascotas, promoción y prevencion",Becas PP,Alimentación a personas de escasos recursos,Club de futbol,"Actividades ludicas, recreacion con los niños con el INDER","Jornadas de aseo, reciclaje, siembra de arboles",Dialogos,Banda músico marcial,,,14,Sí,7,09/07/2017,17/06/2014,20/05/2017,16/07/2017,,,Sí,Sí,No,Sí,Empalme Total,SI,SI,SI,SI,SI,SI,SI,SI,Sí,"incide directamente en acciones dirigidas a la paz y convivencia a través de diálogos con integrantes de grupos armados al margen de la ley, acciones dirigidas al cuidado del medio ambiente,cultura, recreación y mejoramiento de infraestructura "
19/09/2017,07,URBANIZACIÓN LA PORTADA,cll 80b # 91-69,SI,No especifica,No especifica,Bueno,No especifica,No especifica,No especifica,No especifica,"Recorrdios, asambleas, frijoladas portadistas, fiesta de ",SI,Sí,Sí,"Mujeres, Hombres, LGTBI, Jóvenes, Adultos, Adultos Mayores, Victimas del conflicto",SI,Sí,SI,1,NO,No,"Mejorar la Infraestructura, Mejorar condiciones Medioambientales",,,Revisión alcantarillado,,,Monitoreo quebrada mal paso,,,,,16,Sí,3,09/12/2016,25708/2014,no se evidenció,11/06/2017,,,Sí,No,No,Sí,No Empalme,NO,NO,NO,NO,SI,NO,NO,NO,Sí,"recuperar la confianza en el trabajo comunitario, dinamización de ejecución de recursos, gestión a través de oficios"
03/10/2017,80,URBANIZACIÓN LIMONAR II,Tranversal 48A Sur 61 27,SI,Bueno,Bueno,No especifica,No especifica,No especifica,teatro media torta,Malo,"jornadas de medio ambiente, torneos deportivos, articulación con el colegio",NO,Sí,Sí,"Mujeres, Hombres, Jóvenes, Adultos, Adultos Mayores, Afrodescendientes, Victimas del conflicto, Población en Situación de Discapacidad",SI,Sí,SI,3,SI,No,"Mejorar la Infraestructura, Mejorar condiciones Medioambientales, Promover la productividad y el emprendimiento., Mejorar el acceso a los derechos, Fortalecer la Convivencia",,,,,jornadas recreativas,"limpieza, mejoramiento de vías",,navidad comunitaria,,,13,Sí,4,26/02/2017,10/05/2010,,,,,No,Sí,No,Sí,No Empalme,SI,NO,NO,NO,NO,NO,NO,NO,Sí,"mejoramiento de infraestructura, brigadas de cultura, capacitación en salud y prevención, articulación con otras entidades, mejoramiento medio ambiente y seguridad."
04/10/2017,90,EL PLACER,Vereda el placer ,SI,Bueno,Bueno,No especifica,No especifica,No especifica,No especifica,No especifica,"Actividades de integración comunitaria ""El lenguaje de las flores"", Navidad comunitaria, apoyo al deporte, bachillerato para adultos y buen comienzo PL y PP.",SI,Sí,Sí,"Mujeres, Hombres, Jóvenes, Adultos, Población en Situación de Discapacidad",SI,Sí,SI,1,SI,Sí,"Mejorar la Infraestructura, Mejorar condiciones Medioambientales, Promover la productividad y el emprendimiento., Mejorar el acceso a los derechos, Fortalecer la Convivencia",Brigadas de salud,"Bachillerato adulto mayor , apoyo a la educación ",,,Toma recreo deportivas ,Pozos sépticos ,,,,,13,Sí,4,Junio 23 de 2016 ,Mayo 5 de 2016 ,Mayo 5 de 2016 ,,Actas ,Julio de 2017 ,Sí,Sí,No,Sí,Empalme Total,,,,SI,,SI,SI,,Sí,Interaccionando con los grupos poblacionales del sector.
