FECHA,COMUNA,ORGANIZACIÓN_COMUNAL,DIRECCIÓN,ORG_RADIO_ACCION,SEDES_SOCIALES,EST_EDUCATIVOS,CENTROS_DE_DESARROL,CASAS_DE_LA_CULTURA,SEDES_ONG,CONDICIONES_DE_OTRAS,CONDICIONES_DE_OTRAS,LEGIMITIMIDAD_BARRIO,LECTURAS_TERRITORIO,SECTORES_RADIO,JUNTA_DIRECTIVA,PART_GRUPOS_POBLACIO,DECISIONES_JUNTADIRECTIVA,DECISIONES_ASAMBLEA,PROYECTOS_EN_EL_AÑO,¿CUÁNTOS_PROYECTOS?,PROYECTO_AÑO_ANTERIOR,RECURSOS_PROPIOS,LIDERA_PROCESOS,ACTIVIDADES_SALUD,ACTIVIDADES_EDUCACIÓN,ACTIVIDADES_INCLUSIÓN,ACTIVIDADES_DEPORTES,ACTIVIDADES_RECREACI,ACTIVIDADES_MEDIO_AM,ACTIVIDADES_PAZ,ACTIVIDADES_CULTURA,OTROS,OTROS:_ENUNCIE_ACTIVIDADES,DIGNATARIOS ACTIVOS,CUENTA_COMISIONES,¿CUÁNTAS?,ACT_LIBRO_DE_AFILIAD,ACT_LIBRO_DE_INVENTA,ACT_LIBRO_DE_TESORER,ACT_LIBRO_DE_ACTAS,OTROS_LIBROS,ACT_OTROS_LIBROS,ESTRATEGIAS_DIVULGAC,REGLAMENTO_INTERNO,ACT_ESTATUTOS,ESPACIOSDELIBERACIÓN,EMPALME_DE_DIGNATARI,EMPALME_PRESIDENTE,EMPALME_VICEPRESIDENTE,EMPALME_TESORERO,EMPALME_SECRETARIO,EMPALME_COORDINADOR,EMPALME_ORGANOFISCAL,EMPALME_ORGANOCONCILIADOR,EMPALME_DELEGADOSASO,INCIDE_DESARROLLO,¿COMO_INCIDE?
04/09/2017,03,SAN JOSÉ  LA CIMA N° 1,Calle 92 C # 32-2,SI,Bueno,Bueno,No especifica,Bueno,No especifica,Cancha,Malo,Articulación continúa con la comunidad y gestiones sociales y en varios ámbitos ,SI,Sí,Sí,"Mujeres, Hombres, Jóvenes, Adultos",SI,Sí,SI,2,SI,Sí,"Mejorar la Infraestructura, Mejorar condiciones Medioambientales, Fortalecer la Convivencia",Brigadas de Salud,"Torneos de microfutbol, ajedrez, natación, tenis de mesa y hidroaerobicos ",,,,Jornadas de sensibilización ,,Grupos artísticos ,,,15,Sí,4,16-04-2016,05-03-2014,22-06-2017,27/06/2016,,,Sí,No,No,Sí,No Empalme,NO,NO,NO,NO,NO,NO,,NO,Sí,Incide de manera positiva estando comprometida y articulada de manera permanente con la comunidad 
31/08/2017,60,VEREDA SAN JOSE DE LA MONTAÑA,Vereda San Jose de la montaña,SI,Bueno,Bueno,No especifica,No especifica,No especifica,"Iglesia, gimnasio, placa polideportiva",Bueno,"Asambleas, gestiona recursos para obras de infraestructura, obras sociales, preservación de recursos naturales",SI,Sí,Sí,"Mujeres, Hombres, Jóvenes, Adultos, Adultos Mayores",SI,Sí,SI,1,SI,No,"Mejorar la Infraestructura, Mejorar condiciones Medioambientales, Promover la productividad y el emprendimiento., Mejorar el acceso a los derechos, Fortalecer la Convivencia","Visita a los enfermos, promoción y prevencion","Becas ITM, Colegio Mayor, Pascual Bravo","Mujer campesina, adulto mayor y discpacidad",Torneo de futbol,Inder: torneo microfutbol con los niños,"Siembra de arboles, recolección basuras",Actividades con los misioneros,,,,14,Sí,4,10/07/2017,05/04/2017,08/07/2017,26/07/2017,Caja menor,08/07/2017,Sí,Sí,No,Sí,Empalme Total,SI,SI,SI,SI,SI,SI,SI,SI,Sí,"Incide en el mejoramiento de calidad de vida del campesino, en la participación de la mujer en los diferentes procesos, en el cuidado del medio ambiente y en los procesos de convivencia con la comunidad"
13/10/2017,70,"SAN JOSÉ DE MANZANILLO, SECTOR EL JARDÍN",vía el Jardín,NO,Bueno,No especifica,No especifica,No especifica,No especifica,No especifica,No especifica,"convites mantenimiento de vías, actividades culturales.",SI,Sí,Sí,"Mujeres, Hombres, Jóvenes, Adultos, Adultos Mayores",SI,Sí,SI,14,SI,No,"Mejorar la Infraestructura, Mejorar condiciones Medioambientales, Promover la productividad y el emprendimiento., Mejorar el acceso a los derechos, Fortalecer la Convivencia","gafas monturas, ortodoncia, esterilización de animales",transporte al colegio,,,,gestionamiento de acueducto vereda.,capacitación de código de policía,semana cultural,,,15,Sí,4,,,,,,,Sí,No,No,Sí,Empalme Total,SI,SI,SI,NO,SI,SI,SI,SI,Sí,Mejorando la calidad de vida de sus asociados.
13/10/2017,70,PARAJE SAN JOSÉ DE MANZANILLO,Vereda San Jose del Mazanillo,SI,Bueno,Bueno,No especifica,No especifica,No especifica,No especifica,No especifica,"convites de limpieza, actividades de deportiva, asambleas",NO,Sí,Sí,"Mujeres, Hombres, Jóvenes, Adultos, Adultos Mayores, Victimas del conflicto, Población en Situación de Discapacidad",SI,Sí,SI,1,SI,No,"Mejorar la Infraestructura, Mejorar condiciones Medioambientales, Mejorar el acceso a los derechos, Fortalecer la Convivencia","vacunación, prótesis, gafas.",tecnicas que desarrolla el telecentro.,,eventos deportivos,semilleros infantiles,,,encuentros culturales.,,,15,Sí,5,,30 de septiembre de 2017,28 de septiembre de 2017,19/09/2017,,,Sí,No,No,Sí,Empalme Parcial,SI,SI,SI,SI,SI,SI,SI,SI,Sí,Mejorando la calidad de vida de los vecinos.
29/08/2017,03,BARRIO SAN JOSÉ LA CIMA NO 2,Carrera 32 # 84-38,NO,Bueno,No especifica,No especifica,No especifica,No especifica,UVA La Armonia en buen estado ,Bueno,"Se desarrollan obras de infraestructura y acueducto, talleres de formación, convivencia y derechos humanos ",SI,Sí,Sí,"Mujeres, Hombres, Adultos, Adultos Mayores",SI,Sí,SI,3,SI,Sí,"Mejorar la Infraestructura, Mejorar condiciones Medioambientales, Fortalecer la Convivencia",Brigadas de salud,Semilleros,,"Torneos de ajedrez, tenis de mesa y natación.",Recreo cuadras,Acueducto,,Madres Family,,,14,Sí,4,17/07/2017,19/08/2017,28/02/2017,06/08/2017,Reuniones de junta directiva,06/08/2017,Sí,Sí,Sí,Sí,No Empalme,NO,NO,NO,NO,NO,NO,NO,NO,Sí,En la comunidad con su gestión en diferentes temas.
03/11/2017,08,SAN MIGUEL LA MANSIÓN,Carrera 45 Nº 61 - 62,SI,Bueno,Bueno,No especifica,No especifica,No especifica,"Jose Celestino Mutis, Juan de la cruz",Bueno,"Red por la dignificacion del ser humano y derechos humanos, asambleas, rendicion de cuentas, desarrollo del plan de trabajo, recuperacion de la sede social",SI,Sí,Sí,"Mujeres, Hombres, LGTBI, Jóvenes, Adultos, Adultos Mayores, Victimas del conflicto, Población en Situación de Discapacidad",SI,Sí,SI,3,SI,Sí,"Mejorar condiciones Medioambientales, Mejorar el acceso a los derechos, Fortalecer la Convivencia, Mujeres y niños victimas del conflicto armado y derechos humanos",Jornadas de salud,semilleros y formacion para mujeres y victimas,semilleros y formacion para mujeres y victimas,Torneo comunal de futbol,,huerta comunitaria,semillero musical y de baile,semillero musical y de baile,,,14,Sí,3,7072017,No tienen,"Tiene sello pero no resgistran en el, es digital",30/09/2017,,,Sí,Sí,Sí,Sí,No Empalme,NO,NO,NO,NO,NO,NO,NO,NO,Sí,Acciones afirmativas para el mejoramiento del entorno y calidad de vida para la comunidad
12/10/2017,70,BARRIO SAN PABLO BELÉN,calle 29c # 110 -269,SI,Bueno,Bueno,No especifica,No especifica,No especifica,No especifica,No especifica,"Gestiona programas con el INDER, GAFAS con PP, actividades culturales con la corporación altavista.",NO,Sí,Sí,"Mujeres, Hombres, LGTBI, Jóvenes, Adultos, Población en Situación de Discapacidad",NO,Sí,SI,2,SI,No,"Mejorar la Infraestructura, Mejorar condiciones Medioambientales, Promover la productividad y el emprendimiento.","gafas, prótesis, madres gestantes (cursos)","técnicas, cursos en el telecentro.",,toreo de fútbol,"manualidades, teatro, música, jornada de inclusión, cuadras recreativas",administración del acueducto.,,,,,18,Sí,7,21/09/2017,,05/03/2017,16/08/2017,,,Sí,No,No,Sí,Empalme Parcial,NO,SI,NO,NO,NO,NO,NO,NO,Sí,mejoramiento calidad de vida de los asociados.
20/09/2017,01,SAN PABLO NRO. 2,Carrera36 # 95a 38,NO,Bueno,Bueno,No especifica,No especifica,No especifica,No especifica,No especifica,Con los torneos barriales,NO,Sí,Sí,"Mujeres, Hombres, LGTBI, Adultos, Adultos Mayores",SI,No,SI,3,SI,No,"Mejorar condiciones Medioambientales, Promover la productividad y el emprendimiento., Mejorar el acceso a los derechos, Fortalecer la Convivencia",Brigada visual,Primaria para el adulto mayor,,Torneos deportivos,Cuadras recreativas,,,Grupo de baile,,,6,Sí,4,28/07/2017,No tiene fecha,06/10/2016,24/02/2017,,,Sí,Sí,No,Sí,Empalme Total,NO,SI,SI,SI,SI,SI,SI,SI,Sí,Con el acompañamiento a la problemática de la comunidad
27/08/2017,60,BARRIO SAN PEDRO LA LOMA,Cra 108 N° 48 B 75,NO,No especifica,No especifica,No especifica,No especifica,No especifica,Iglesia,Bueno,"Limpieza senderos, quebrada, ludoteka, actividades recreativas, celebración día del niño, celebración navideña, asambleas",SI,Sí,Sí,"Mujeres, Hombres, Jóvenes, Adultos, Victimas del conflicto",SI,Sí,SI,1,SI,No,"Mejorar la Infraestructura, Mejorar condiciones Medioambientales, Mejorar el acceso a los derechos, Fortalecer la Convivencia",Promocion y prevencion,Becas PP,Poblacion desplazada,Juegos de bases,Recreacion INDER,Limpieza quebradas y basuras,Participacion en la semana de la juventud y la convivencia,Ludoteka y grupo de salsa,,,15,Sí,4,16/08/2017,,20/07/2017,27/08/2017,,,Sí,No,No,Sí,Empalme Total,SI,SI,SI,SI,SI,SI,SI,SI,Sí,"Desarrollan acciones para vincular población vulnerable como jóvenes y niños a través de actividades ludicas, recreativas, promoviendo el derecho a la educación y propuestas de emprendimiento y ambientales"
13/09/2016,04,SAN PEDRO LOVAINA,calle 70 # 48 a 45,SI,Bueno,Bueno,No especifica,Bueno,Bueno,buena,Bueno,"campañas de salud visual, semilleros, recreandos,club de vida,red cultural,",SI,Sí,Sí,"Mujeres, Hombres, LGTBI, Jóvenes, Adultos, Adultos Mayores, Victimas del conflicto, Población en Situación de Discapacidad",SI,Sí,SI,4,NO,Sí,"Mejorar la Infraestructura, Mejorar condiciones Medioambientales, Promover la productividad y el emprendimiento., Mejorar el acceso a los derechos, Fortalecer la Convivencia",campañas de salud visual.,talleres de manualidades,actividades tercera edad.,,recreando,,semilleros de participacion.,,,,14,Sí,4,20 agosto de 2017,agosto de 2017,septiembre de 2017,27/08/2017,,,Sí,Sí,No,Sí,Empalme Parcial,SI,NO,SI,NO,NO,NO,NO,NO,Sí,"mejorando la participacion de los afiliados y recidentes del barrio a programas de la alcaldia, me jorando la infraestructura."
18/10/2017,15,SAN RAFAEL GUAYABAL,Cra 53-n 10 sur 12,SI,Regular,Bueno,No especifica,No especifica,No especifica,No especifica,No especifica,Actividades de acompañamiento a campañas e salud medio ambiente deporte.,SI,Sí,Sí,"Mujeres, Hombres, Adultos, Adultos Mayores",SI,Sí,NO,formulación y gestión de proyectos,SI,No,"Mejorar la Infraestructura, Mejorar condiciones Medioambientales, Promover la productividad y el emprendimiento., Mejorar el acceso a los derechos",acompañamiento a campañas de salud visual.,sapiencia.,,Torneos e futbol.,Actividades lúdico recreativas.,Manualidades con reciclaje.,,Manualidades con reciclaje.,,,14,Sí,3,19- 04 -2006,22-01 2014-,02 -03 -2012,07/03/2012,,,Sí,Sí,No,Sí,Empalme Parcial,SI,SI,SI,SI,SI,SI,SI,SI,Sí,"haciendo actividades lúdico pedagógicas en pro de la comunidad, de medio ambiente y participando en diferentes campañas."
13/09/2017,01,SANTA CECILIA NO.1,Calle 101 # 42 b 25,SI,Bueno,No especifica,No especifica,No especifica,No especifica,No especifica,No especifica,"por el trabajo social, los convites, los mejoramientos de viviendas, Trabajo con los niños y jóvenes y Telecentro",SI,Sí,Sí,"Mujeres, Hombres, LGTBI, Jóvenes, Adultos",NO,No,NO,formulación y gestión de proyectos,SI,No,"Mejorar la Infraestructura, Mejorar condiciones Medioambientales, Promover la productividad y el emprendimiento., Mejorar el acceso a los derechos, Fortalecer la Convivencia",Jornadas visuales y vacunación,Alfabetización y cursos de de excel,Programas dirigidos a la comunidad en general,Torneos barriales,Recreandos,Recuperación de espacios abandonados,,Grupos Artisticos,,,7,Sí,3,16/04/2016,No tiene fecha de los registros,24/11/2015,24/04/2016,,,Sí,No,No,Sí,Empalme Parcial,SI,,,SI,,SI,,,Sí,mejorando las condiciones del entorno y sus habitantes mediante los convites
05/09/2017,01,SANTA CECILIA N° 2,Carrera 46 ,SI,Bueno,Bueno,No especifica,No especifica,No especifica,No especifica,No especifica,"eventos como Ciclovia, aerobicos, Alfabetización, recolección de basuras y residuos solidos",NO,Sí,Sí,"Mujeres, Hombres, Jóvenes, Adultos, Victimas del conflicto",NO,No,SI,1,SI,No,"Mejorar la Infraestructura, Mejorar condiciones Medioambientales, Promover la productividad y el emprendimiento., Mejorar el acceso a los derechos, Fortalecer la Convivencia",,Alfabetización digital y Manejo de contabilidad,,Ciclovia y aerobicos,,Manejo de basuras,,,,,14,Sí,3,No lo presentan,No lo presentan,No lo presentan,13/08/2016,,,Sí,No,No,Sí,Empalme Parcial,SI,SI,SI,,SI,SI,SI,SI,Sí,"Con el mejoramiento de la infraestructura y el trabajo en el deporte causa mucho impacto
 "
06/10/2017,02,SANTA CRUZ PARTE ALTA,CARRERA 42D No. 103-10,SI,Bueno,Bueno,Bueno,No especifica,No especifica,No especifica,No especifica,"EL COMEDOR COMUNITARIO, DEPORTES, SEMILLEROS, SALUD, DISCAPACIDAD, LIMPIEZA DE QUEBRADAS, ACTIVIDADES CON LA COMUNIDAD ",SI,Sí,Sí,"Mujeres, Hombres, LGTBI, Jóvenes, Adultos, Adultos Mayores, Victimas del conflicto, Población en Situación de Discapacidad",SI,Sí,SI,1,NO,Sí,"Mejorar la Infraestructura, Mejorar condiciones Medioambientales, Mejorar el acceso a los derechos, Fortalecer la Convivencia",JORNADAS DE SALUD ,PROYECTO DE ALFABETIZACIÓN ,,"AEROBICOS, TORNEOS ",RECREANDOS,PAISAJISMO Y MAS,,TEATRO,,,14,Sí,3,17 DE JULIO DE 2017,24 DE JULIO DE 2017,06 DE OCTUBRE DE 2017,06/10/2017,BANCOS Y CAJA MENOR,21 DE MAYO DE 2017,Sí,Sí,No,Sí,Empalme Total,NO,NO,NO,NO,NO,NO,NO,NO,Sí,"MEJORAMIENTO EN LA CALIDAD DE VIDA, EN SU ENTORNO, INFRAESTRUCTURA, VIVIENDA, ETC "
12/10/2017,15,BARRIO SANTA FE,Calle 22-n 59-50,SI,Bueno,No especifica,No especifica,No especifica,No especifica,Cancha polideportiva.,Bueno,"Integración atreves de la cultura, cursos de ingles, torneos de futbol, tardes lúdico recreativas, convocatorias de educación, consultorio jurídico gratuito.",SI,Sí,Sí,"Mujeres, Hombres, Jóvenes, Adultos, Adultos Mayores",SI,Sí,NO,formulación y gestión de proyectos,SI,No,"Mejorar la Infraestructura, Mejorar condiciones Medioambientales, Promover la productividad y el emprendimiento.","Acompañamiento a campañas visuales, prótesis ,vacunas.",Cursos de ingles.,Entretenimiento de la flia. ,"Torneo de futbol levantamiento de pesas,",Torneos de diferentes juegos.,Limpieza de quebrada la guayabala.,,Entretenimiento a la flia.,,,7,Sí,4,14-feb-2007,,,21/11/2013,,,Sí,Sí,No,Sí,Empalme Parcial,SI,SI,SI,SI,SI,SI,SI,SI,Sí,Bajando los indicadores que tiene el plan de desarrollo local.
18/10/2017,15,SANTA FE DE ALCALA,Cll 16 A # 65 GC 37,SI,Bueno,Bueno,Bueno,Bueno,Bueno,Biblioteca ,Bueno,"Capacitación, asistencia a programas sociales. ",SI,No,No,"Mujeres, Hombres, Jóvenes, Adultos, Adultos Mayores, Afrodescendientes, Población en Situación de Discapacidad",SI,Sí,SI,2,NO,No,"Mejorar la Infraestructura, Mejorar condiciones Medioambientales, Promover la productividad y el emprendimiento., Mejorar el acceso a los derechos, Fortalecer la Convivencia",Acompañamiento a campañas de salud,Camino a la educación superior ,Direccionamiento y orientación en comportamiento de drogadictos,Torneos ,,"Mesa ambiental, vivero piamonte",,Acompañamiento a programas culturales ,,,3,Sí,3,No presentó libros,No presentó libros,No presentó libros,,,,Sí,Sí,No,Sí,Empalme Total,SI,NO,NO,SI,SI,SI,SI,SI,Sí,Con acciones sociales en pro de la comunidad. 
07/10/2017,08,SANTA LUCIA LAS ESTANCIAS,Calle 51B Nº 1BB - 18,SI,No especifica,No especifica,No especifica,No especifica,No especifica,No tienen sede y los terrenos de la JAC fueron construidos por el municipio con áreas deportivas y otras,,"Asambleas, rendición de cuentas, trabajos con PP, torneos en la cancha, varios eventos, celebración fechas especiales",SI,Sí,Sí,"Mujeres, Hombres, Jóvenes, Adultos, Adultos Mayores",SI,Sí,SI,3,SI,Sí,"Mejorar la Infraestructura, Mejorar condiciones Medioambientales, Promover la productividad y el emprendimiento., Fortalecer la Convivencia","Jornada vacunacion mascotas, salud visual y dental","Capacitación derechos humanos, charlas policía",Celebración fechas especiales,Torneos micro fútbol y baloncesto,Torneos micro fútbol y baloncesto,Jardín comunitario,"Capacitación derechos humanos, charlas policía, Torneos micro fútbol y baloncesto, Celebración fechas especiales","Capacitación derechos humanos, charlas policía, Torneos micro fútbol y baloncesto, Celebración fechas especiales",,,13,Sí,2,06/01/2017,No tienen libro; no tienen sede y bienes,22/08/2014,27/09/2017,,,Sí,Sí,Sí,Sí,Empalme Parcial,SI,SI,SI,SI,SI,NO,SI,SI,Sí,"En pro de mejorar la calidad de vida de la comunidad y de algunos sectores aledaños, aunque no son del radio de acción se benefician de algunas actividades "
31/08/2017,07,SANTA MARIA CAMPESTRE,calle 70 d# 94d-17,NO,Bueno,No especifica,No especifica,No especifica,No especifica,No especifica,No especifica,"junta de accion comunal infantil, cursos, admon de piscina",SI,Sí,Sí,"Mujeres, Hombres, Jóvenes, Adultos, Adultos Mayores",SI,Sí,SI,5,NO,Sí,"Mejorar la Infraestructura, Mejorar condiciones Medioambientales, Promover la productividad y el emprendimiento., espacio social",,,,,,"mariposario, manejo de zonas verdes",,,,,18,Sí,5,10/07/2017,no registra fecha,21/08/2017,11/06/2017,,,Sí,Sí,No,Sí,No Empalme,SI,SI,SI,SI,SI,SI,SI,SI,Sí,tramitan la solucion a problematicas del barrio y su comunidad
13/10/2017,80,SANTA MARIA DE LOS ANGELES,Calle 36 sur # 77 17 T1. Apto 9801,SI,No especifica,No especifica,No especifica,No especifica,No especifica,No especifica,No especifica,"Eventos de integración en familia, día del niño, asambleas",SI,Sí,Sí,"Mujeres, Hombres, Jóvenes, Adultos, Adultos Mayores",SI,Sí,SI,6,SI,Sí,"Mejorar la Infraestructura, Mejorar el acceso a los derechos, Fortalecer la Convivencia, calidad de vida de las personas","tamizaje visual, prótesis ",tenencia de mascotas,,,integración,,socialización código de convivencia,tardes de película,,,14,Sí,5,01/04/2016,01/04/2016,26/07/2013,05/02/2017,,,Sí,Sí,No,Sí,Empalme Total,SI,SI,SI,SI,SI,SI,SI,SI,Sí,"Se demostró que es posible trabajo articulado, existe respeto de la comunidad por la organización, por el proyecto reconocimiento somos ejemplo"
13/10/2017,80,SANTA MARIA DE LOS ANGELES II,Calle 36 sur # 77 17. T1 . Apto 9801,SI,No especifica,No especifica,No especifica,No especifica,No especifica,No especifica,No especifica,"Trabajo social con integración de familias, Asambleas",SI,Sí,Sí,"Mujeres, Hombres, Jóvenes, Adultos, Adultos Mayores",SI,Sí,SI,4,SI,Sí,"Mejorar la Infraestructura, Mejorar condiciones Medioambientales, Mejorar el acceso a los derechos, Fortalecer la Convivencia, mejorar la calidad de vida a través de la vivienda","Tamizaje visual, Prótesis",Socialización código de policía,,,,,,,,,13,Sí,3,01/05/2017,01/06/2016,01/08/2017,01/08/2017,,,Sí,Sí,No,Sí,Empalme Total,SI,SI,SI,SI,SI,SI,,SI,Sí,"reconocimiento en generación de proyecto sostenible, desarrollo de vivienda, trabajo organizado"
22/10/2017,12,SANTA MONICA Y CAMPO ALEGRE,Calle 38 N° 92-55,SI,Bueno,Bueno,No especifica,No especifica,No especifica,"Parroquia el Divino Maestro, Parque Biblioteca San Javier y la UAO",Bueno,"Ciclivía barrial; Jornadas ambientales; Cine foros; Ciclo paseos por la Comuna 12; Jornadas de Salud; Torneos deportivos; Capacitaciones en convenio con el SENA; Talleres culturales, de Danza, entre otros",NO,Sí,Sí,"Mujeres, Hombres, Adultos, Adultos Mayores, Población en Situación de Discapacidad",SI,Sí,SI,4,SI,Sí,"Mejorar la Infraestructura, Mejorar condiciones Medioambientales, Promover la productividad y el emprendimiento., Mejorar el acceso a los derechos, Fortalecer la Convivencia, Ciudad por loa niños y las niñas","Charlas mensuales de promoción y prevención, clases de Yoga",,,"Ciclo vía barrial, deporte sin límite, préstamo de bicicletas gratis", Recreando,,,,,,16,Sí,7,13/07/2017,14/09/2011,16/08/2017,11/06/2017,,,Sí,No,No,Sí,Empalme Total,NO,SI,NO,SI,SI,SI,SI,SI,No,"De manera positiva, trayendo programas, estos se reflejan el el cronograma de actividades que tiene la JAC y las evidencias e informe presentamos a la Participación."
14/09/2017,12,URB. BELENCITO SANTA MONICA 2,Calle 37 N° 102 -30 Apto 310,NO,No especifica,Bueno,No especifica,No especifica,No especifica,Parroquia Madre del Redentor,Bueno,"Celebración de la navidad comunitaria, actividades culturales, Construcción del Gimnasio y adecuación del parque, Feria artesanal y Gastronómica, entre otras",NO,Sí,No,"Mujeres, Hombres, Adultos, Adultos Mayores",SI,Sí,SI,10,NO,No,"Mejorar la Infraestructura, Mejorar condiciones Medioambientales, Mejorar el acceso a los derechos, Fortalecer la Convivencia, Integración Comunitaria",,,,,,,,,,,14,Sí,4,09/03/2016,Esta radicado en la Secretaría de Participación para ser registrados,Enta radicado en la Secretaría de Participación para ser registrados,05/02/2013,,,Sí,No,No,Sí,Empalme Parcial,SI,NO,NO,SI,SI,NO,NO,NO,Sí,"Reactivación del sentido de pertenencia  de la comunidad hacia el barrio, garantizar el acceso de las personas a los derechos con los proyectos del Presupuesto Participativo"
14/09/2017,13,BARRIO SANTA ROSA DE LIMA,Calle 49DD No. 87-11,NO,Bueno,Bueno,No especifica,No especifica,No especifica,Buen estado ,Bueno,"""Actividades de promoción y prevención en salud, intervención de puntos críticos con medio ambiente, intervención con grupos artísticos y deportes""",SI,Sí,Sí,"Mujeres, Hombres, LGTBI, Jóvenes, Adultos, Adultos Mayores, Afrodescendientes, Victimas del conflicto, Población en Situación de Discapacidad",SI,Sí,SI,4,SI,Sí,"Mejorar la Infraestructura, Mejorar condiciones Medioambientales, Promover la productividad y el emprendimiento., Mejorar el acceso a los derechos, Fortalecer la Convivencia",Promoción y prevención en salud visual y ortodoncia articulados con la secretaria de salud,Se gestionan las becas de Sapiensa,Se realiza actividades dirigidas a toda la comunidad en mejoramiento de la calidad de vida,Articulación con el Inder ,"Se realiza actividades para la celebración del día del niño, de la mujer, madres etc.","“Actividades de cuidado del medio ambiente, convites2",No refiere,Articulación con cultura en formación artística,"Realizan alianzas con una fundación que trabaja con ersonas en situación de discapacidad, ver adjunto",,14,Sí,5,16/04/2016,21/06/2017,14/09/2017,01/07/2017,No refieren,No refieren,Sí,Sí,No,Sí,Empalme Total,SI,SI,SI,SI,SI,SI,SI,SI,Sí,"""Con la articulación de diferentes Secretarias, corporacines, JAC que representamos para mejorar la calidad de vida de los habitantes"""
31/08/2017,07,SECTOR PORVENIR BARRIO SANTA MARGARITA,cra 98a #62-198,NO,No especifica,No especifica,Bueno,No especifica,No especifica,No especifica,No especifica,tramitan soluciones a problematicas,SI,Sí,Sí,"Mujeres, Hombres, Adultos, Adultos Mayores",NO,Sí,NO,formulación y gestión de proyectos,NO,No,Mejorar la Infraestructura,,,,,,Manejo de basuras,apoyo en la socialización del código de convivencia,,,,14,No,No aplica,no hubo evidencia,no hay registro,no hay registro,,,,Sí,Sí,No,Sí,Empalme Parcial,SI,SI,SI,SI,SI,SI,SI,SI,No,El técnico social no manifiesta observaciones.
12/10/2017,70,LA PALMA CORREGIMIENTO ALTAVISTA,Sector La Palma,NO,No especifica,No especifica,No especifica,No especifica,No especifica,No especifica,No especifica,"Actividades en Octubre 2016 día del niño, dic 19 convite con sancocho,evento de seguridad paz y convivencia ( Torneo de fútbol), arreglos a la cancha.",NO,Sí,Sí,"Mujeres, Hombres, Adultos, Adultos Mayores, Victimas del conflicto",SI,No,SI,1,SI,No,"Mejorar la Infraestructura, Mejorar condiciones Medioambientales, Promover la productividad y el emprendimiento., Mejorar el acceso a los derechos, Fortalecer la Convivencia","vacunación perros, ",,,torneo de fútbol,,,seguridad convivencia y paz,,,,15,Sí,6,,,,,,,Sí,No,No,Sí,Empalme Parcial,SI,NO,NO,NO,NO,NO,NO,NO,Sí,Mejoramiento en la calidad de vida de sus asociados
14/09/2017,70,LA PERLA CORREGIMIENTO ALTAVISTA,car 111a # 13-61,SI,No especifica,No especifica,No especifica,No especifica,No especifica,No especifica,No especifica,"Asambleas, reuniones por cuadra, censo, informes por boletín y casa por casa.",SI,Sí,Sí,"Mujeres, Hombres, Jóvenes, Adultos, Adultos Mayores, Victimas del conflicto, Población en Situación de Discapacidad",SI,Sí,SI,3,NO,Sí,"Mejorar la Infraestructura, Mejorar condiciones Medioambientales, Promover la productividad y el emprendimiento., Mejorar el acceso a los derechos, Fortalecer la Convivencia",Gafas (PL y PP),Curso Mecánica de motos y fotografía.,Club de Vida.,Actividades Deportivas,,Acueducto.,Proyecto de Paz y Reconciliación,,,,13,Sí,3,29 de abril de 2017,,,17/02/2017,,,Sí,No,No,Sí,Empalme Parcial,SI,SI,SI,NO,NO,SI,NO,NO,Sí,A través de la gestión de proyectos programas incidiendo en la calidad e vida de  su sector
24/08/2017,60,SECTOR LOMA HERMOSA,Cra 123 N° 54 50,SI,No especifica,No especifica,No especifica,No especifica,No especifica,Casa Comunitaria,Bueno,Asambleas,SI,Sí,Sí,"Mujeres, Hombres, Jóvenes, Adultos, Adultos Mayores, Victimas del conflicto",SI,Sí,SI,1,NO,No,Mejorar la Infraestructura,,,,,,,,,Infraestructura,Mejoramiento de acueducto y alcantarillado,9,Sí,5,24/05/2017,,25/06/2016,23/07/2017,,,Sí,No,No,Sí,Empalme Parcial,SI,SI,SI,SI,,,,,Sí,"En el mejoramiento de calidad de vida de los habitantes con oportunidades laborales, mejoramiento alcantarillado y acueducto por medio de proyecto con EPM."
31/08/2017,60,BARRIO SAN JOSÉ LA LOMA,Calle 58 N° 131 a 49,NO,Bueno,No especifica,No especifica,No especifica,No especifica,No especifica,No especifica,"Asambleas, Convites, censo",SI,Sí,Sí,"Mujeres, Hombres, Jóvenes, Adultos Mayores",SI,Sí,NO,formulación y gestión de proyectos,SI,No,"Mejorar la Infraestructura, Mejorar el acceso a los derechos, Fortalecer la Convivencia",Promocion y prevencion,,,Torneos de futbol,Semilleros,Cuidado acueducto veredal,Mesa de trabajo la loma,Convites comunitarios,,,15,Sí,4,,,17/07/2017,05/02/2017,,,Sí,Sí,No,Sí,Empalme Total,SI,SI,SI,SI,SI,SI,SI,SI,Sí,"Incide en el mejoramiento de la calidad de vida, implementando actividades que llevan a mejorar la convivencia en el sector."
